code,INV_ALVEOLAR_APPROXIMANT,INV_ALVEOLAR_LATERAL_APPROXIMANT,INV_ALVEOLAR_NASAL,INV_ALVEOLAR_TAP,INV_ALVEOLAR_TRILL,INV_APICICAL_LAMIMANL,INV_BILABIAL_NASAL,INV_CLOSE_BACK_ROUNDED_VOWEL,INV_CLOSE_BACK_UNROUNDED_VOWEL,INV_CLOSE_CENTRAL_ROUNDED_VOWEL,INV_CLOSE_CENTRAL_UNROUNDED_VOWEL,INV_CLOSE_CLOSE_MID_HIGH_FRONT_ROUNDED_VOWEL,INV_CLOSE_CLOSE_MID_HIGH_FRONT_UNROUNDED_VOWEL,INV_CLOSE_FRONT_ROUNDED_VOWEL,INV_CLOSE_FRONT_UNROUNDED_VOWEL,INV_CLOSE_MID_BACK_UNROUNDED_VOWEL,INV_CLOSE_MID_CENTRAL_ROUNDED_VOWEL,INV_CLOSE_MID_CENTRAL_UNROUNDED_VOWEL,INV_CLOSE_MID_FRONT_ROUNDED_VOWEL,INV_CLOSE_MID_FRONT_UNROUNDED_VOWEL,INV_CONS_ASP,INV_CONT_VD_VLESS,INV_GLOTTAL_PLOSIVE,INV_HI_MINUS_HI,INV_LABIODENTAL_APPROXIMANT,INV_LABIODENTAL_FLAP,INV_LABIODENTAL_NASAL,INV_LO_MINUS_LO,INV_MID_CENTRAL_UNROUNDED_VOWEL,INV_NASAL_MINUS_NASAL,INV_OBS_VD_VLESS,INV_OPEN_BACK_ROUNDED_VOWEL,INV_OPEN_BACK_UNROUNDED_VOWEL,INV_OPEN_FRONT_ROUNDED_VOWEL,INV_OPEN_FRONT_UNROUNDED_VOWEL,INV_OPEN_MID_BACK_ROUNDED_VOWEL,INV_OPEN_MID_BACK_UNROUNDED_VOWEL,INV_OPEN_MID_CENTRAL_ROUNDED_VOWEL,INV_OPEN_MID_CENTRAL_UNROUNDED_RHOTIC_VOWEL,INV_OPEN_MID_FRONT_ROUNDED_VOWEL,INV_OPEN_MID_FRONT_UNROUNDED_VOWEL,INV_OPEN_OPEN_MID_CENTRAL_UNROUNDED_VOWEL,INV_OPEN_OPEN_MID_FRONT_UNROUNDED_VOWEL,INV_PALATAL_APPROXIMANT,INV_PALATAL_LATERAL_APPROXIMANT,INV_PALATAL_NASAL,INV_PLACE_ALVEOLAR,INV_PLACE_ALVEOPALATAL,INV_PLACE_DENTAL,INV_PLACE_FRONT_ROUND,INV_PLACE_GLOTTAL,INV_PLACE_LABIAL,INV_PLACE_LABIOVELAR,INV_PLACE_LABIOVELARIZED_ALVEOLAR,INV_PLACE_LABIOVELARIZED_LAB,INV_PLACE_LABIOVELARIZED_VELAR,INV_PLACE_MANNER_LABIOVELAR_OBS,INV_PLACE_MANNER_RETROFLEX_OBS,INV_PLACE_NON_LOW_UNROUNDED,INV_PLACE_PALATAL,INV_PLACE_PALATALIZED_LAB,INV_PLACE_PALATALIZED_VELAR,INV_PLACE_PALATOALVEOLAR,INV_PLACE_PHAR_EPIGLOTTAL,INV_PLACE_RETROFLEX,INV_PLACE_UVULAR,INV_PLACE_VELAR,INV_RETROFLEX_APPROXIMANT,INV_RETROFLEX_FLAP,INV_RETROFLEX_NASAL,INV_ROUND_MINUS_ROUND,INV_SON_VD_VLESS,INV_TENSE_MINUS_TENSE,INV_UVULAR_APPROXIMANT,INV_UVULAR_NASAL,INV_UVULAR_TRILL,INV_VELAR_APPROXIMANT,INV_VELAR_LATERAL_APPROXIMANT,INV_VELAR_NASAL,INV_VELAR_UVULAR,INV_VOICED_ALVEOLAR_IMPLOSIVE,INV_VOICED_ALVEOLAR_LATERAL_FLAP,INV_VOICED_ALVEOLAR_LATERAL_FRICATIVE,INV_VOICED_ALVEOLAR_PLOSIVE,INV_VOICED_ALVEOLAR_PLOSIVE_WITH_VOICED_ALVEOLAR_LATERAL_FRICATIVE,INV_VOICED_ALVEOLAR_PLOSIVE_WITH_VOICED_ALVEOPALATAL_FRICATIVE,INV_VOICED_ALVEOLAR_PLOSIVE_WITH_VOICED_DENTAL_FRICATIVE,INV_VOICED_ALVEOLAR_PLOSIVE_WITH_VOICED_POSTALVEOLAR_FRICATIVE,INV_VOICED_ALVEOPALATAL_FRICATIVE,INV_VOICED_BILABIAL_FRICATIVE,INV_VOICED_BILABIAL_IMPLOSIVE,INV_VOICED_BILABIAL_PLOSIVE,INV_VOICED_BILABIAL_PLOSIVE_WITH_VOICED_BILABIAL_FRICATIVE,INV_VOICED_BILABIAL_PLOSIVE_WITH_VOICED_LABIODENTAL_FRICATIVE,INV_VOICED_BILABIAL_TRILL,INV_VOICED_DENTAL_FRICATIVE,INV_VOICED_GLOTTAL_FRICATIVE,INV_VOICED_LABIAL_PALATAL_APPROXIMANT,INV_VOICED_LABIAL_VELAR_APPROXIMANT,INV_VOICED_LABIODENTAL_FRICATIVE,INV_VOICED_PALATAL_FRICATIVE,INV_VOICED_PALATAL_IMPLOSIVE,INV_VOICED_PALATAL_PLOSIVE,INV_VOICED_PALATAL_PLOSIVE_WITH_VOICED_PALATAL_FRICATIVE,INV_VOICED_PHARYNGEAL_FRICATIVE,INV_VOICED_POSTALVEOLAR_FRICATIVE,INV_VOICED_RETROFLEX_FRICATIVE,INV_VOICED_RETROFLEX_LATERAL_APPROXIMANT,INV_VOICED_RETROFLEX_PLOSIVE,INV_VOICED_RETROFLEX_PLOSIVE_WITH_VOICED_RETROFLEX_FRICATIVE,INV_VOICED_UVULAR_FRICATIVE,INV_VOICED_UVULAR_PLOSIVE,INV_VOICED_VELARIZED_LATERAL_APPROXIMANT,INV_VOICED_VELAR_FRICATIVE,INV_VOICED_VELAR_IMPLOSIVE,INV_VOICED_VELAR_PLOSIVE_WITH_VOICED_BILABIAL_PLOSIVE,INV_VOICED_VELAR_PLOSIVE_WITH_VOICED_VELAR_FRICATIVE,INV_VOICELESS_ALVEOLAR_FRICATIVE,INV_VOICELESS_ALVEOLAR_LATERAL_FRICATIVE,INV_VOICELESS_ALVEOLAR_PLOSIVE,INV_VOICELESS_ALVEOLAR_PLOSIVE_WITH_VOICELESS_ALVEOLAR_FRICATIVE,INV_VOICELESS_ALVEOLAR_PLOSIVE_WITH_VOICELESS_ALVEOLAR_LATERAL_FRICATIVE,INV_VOICELESS_ALVEOLAR_PLOSIVE_WITH_VOICELESS_ALVEOPALATAL_FRICATIVE,INV_VOICELESS_ALVEOLAR_PLOSIVE_WITH_VOICELESS_DENTAL_FRICATIVE,INV_VOICELESS_ALVEOPALATAL_FRICATIVE,INV_VOICELESS_BILABIAL_FRICATIVE,INV_VOICELESS_BILABIAL_PLOSIVE,INV_VOICELESS_BILABIAL_PLOSIVE_WITH_VOICELESS_ALVEOLAR_PLOSIVE,INV_VOICELESS_BILABIAL_PLOSIVE_WITH_VOICELESS_BILABIAL_FRICATIVE,INV_VOICELESS_BILABIAL_PLOSIVE_WITH_VOICELESS_LABIODENTAL_FRICATIVE,INV_VOICELESS_DENTAL_FRICATIVE,INV_VOICELESS_GLOTTAL_FRICATIVE,INV_VOICELESS_LABIODENTAL_FRICATIVE,INV_VOICELESS_LABIO_VELAR_FRICATIVE,INV_VOICELESS_PALATAL_FRICATIVE,INV_VOICELESS_PALATAL_PLOSIVE,INV_VOICELESS_PALATAL_PLOSIVE_WITH_VOICELESS_PALATAL_FRICATIVE,INV_VOICELESS_PHARYNGEAL_FRICATIVE,INV_VOICELESS_POSTALVEOLAR_FRICATIVE,INV_VOICELESS_POSTALVEOLAR_VELAR_FRICATIVE,INV_VOICELESS_RETROFLEX_FRICATIVE,INV_VOICELESS_RETROFLEX_PLOSIVE,INV_VOICELESS_RETROFLEX_PLOSIVE_WITH_VOICELESS_RETROFLEX_FRICATIVE,INV_VOICELESS_UVULAR_PLOSIVE,INV_VOICELESS_UVULAR_PLOSIVE_WITH_VOICED_UVULAR_FRICATIVE,INV_VOICELESS_VELAR_FRICATIVE,INV_VOICELESS_VELAR_PLOSIVE,INV_VOICELESS_VELAR_PLOSIVE_WITH_VOICELESS_BILABIAL_PLOSIVE,INV_VOICELESS_VELAR_PLOSIVE_WITH_VOICELESS_VELAR_FRICATIVE,INV_VOWEL_3,INV_VOWEL_4,INV_VOWEL_5,INV_VOWEL_6,INV_VOWEL_7,INV_VOW_10_MORE,INV_VOW_8,INV_VOW_9,INV_VOW_VD_VLESS,P_BILABIALS,P_CLICKS,P_CODAS,P_COMPLEX_CODAS,P_COMPLEX_ONSETS,P_EJECTIVES,P_FRICATIVES,P_FRONT_ROUND_VOWELS,P_GLOTTALIZED_RESONANTS,P_IMPLOSIVES,P_LABIAL_VELARS,P_LATERALS,P_LATERAL_L,P_LATERAL_OBSTRUENTS,P_LONG_VOWELS,P_NASALS,P_NASAL_VOWELS,P_PHARYNGEALS,P_TH,P_TONE,P_UVULARS,P_UVULAR_CONTINUANTS,P_UVULAR_STOPS,P_VELAR_NASAL,P_VELAR_NASAL_INITIAL,P_VOICE,P_VOICED_FRICATIVES,P_VOICED_PLOSIVES
cbs,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
cbt,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
cbu,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
cbv,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0
ccc,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
cce,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
cco,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5
cdm,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
cdn,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
cdo,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0
ceb,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ceg,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
